size,direction,distance,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,mouse_target.x,mouse_target.y,mouse_target.leftButton,mouse_target.midButton,mouse_target.rightButton,mouse_target.time,mouse_target.clicked_name,session,participant,date,expName,frameRate,
300,60,200,1,15,115,34,-0.2575,0.29333333333333333,1,0,0,0.4652839999180287,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
200,45,500,1,16,116,89,0.09125,-0.13333333333333333,1,0,0,0.6834100000560284,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
300,45,500,1,17,117,90,0.04,-0.09777777777777778,1,0,0,0.547920900164172,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
400,15,100,1,18,118,3,-0.24625,0.5377777777777778,1,0,0,0.5493806998711079,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
400,75,200,1,19,119,39,-0.29125,0.28,1,0,0,0.5149170998483896,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
100,15,400,1,20,120,60,0.10625,0.41333333333333333,1,0,0,0.7155724000185728,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
300,60,100,1,21,121,14,-0.32375,0.5,1,0,0,0.5319115000311285,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
200,30,400,1,22,122,65,0.0675,0.20666666666666667,1,0,0,0.7484603000339121,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
300,15,400,1,23,123,62,0.09125,0.4088888888888889,1,0,0,0.6484683000016958,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
200,60,400,1,24,124,73,-0.1225,-0.12,1,0,0,0.7148226001299918,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
200,30,500,1,25,125,85,0.16375,0.09777777777777778,1,0,0,0.7314749001525342,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
100,30,400,1,26,126,64,0.055,0.21333333333333335,1,0,0,0.6651862000580877,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
300,60,300,1,27,127,54,-0.19625,0.10666666666666667,1,0,0,0.5652083000168204,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
300,30,300,1,28,128,46,-0.02125,0.31333333333333335,1,0,0,0.4816155000589788,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
300,30,500,1,29,129,86,0.17,0.09555555555555556,1,0,0,0.5318430999759585,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
200,30,100,1,30,130,5,-0.26,0.5133333333333333,1,0,0,0.8314869001042098,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
400,45,500,1,31,131,91,0.0525,-0.07555555555555556,1,0,0,0.5985981000121683,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
300,15,500,1,32,132,82,0.19875,0.37555555555555553,1,0,0,0.9316783000249416,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
400,45,200,1,33,133,31,-0.25125,0.35333333333333333,1,0,0,0.498498999979347,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
300,15,200,1,34,134,22,-0.1475,0.5311111111111111,1,0,0,0.5318545999471098,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
100,45,300,1,35,135,48,-0.11375,0.2,1,0,0,0.7651506999973208,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
300,60,400,1,36,136,74,-0.15125,-0.051111111111111114,1,0,0,0.7149701998569071,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
200,60,100,1,37,137,13,-0.29375,0.4622222222222222,1,0,0,0.5486371000297368,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
300,15,300,1,38,138,42,-0.01875,0.47555555555555556,1,0,0,0.5653256999794394,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
100,15,300,1,39,139,40,-0.01375,0.4866666666666667,1,0,0,0.8320381001103669,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
300,45,400,1,40,140,70,-0.025,0.06,1,0,0,0.6318009998649359,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
100,75,300,1,41,141,56,-0.27125,0.035555555555555556,1,0,0,0.6821355998981744,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
200,30,200,1,42,142,25,-0.15375,0.4066666666666667,1,0,0,0.5154858999885619,target,001,part3,2019_Jan_02_1701,fitts,60.0602764769956,
